doc_id,item,category,amount,price,discount
00223419,Средство для мытья пола,бытовая химия,5,3681.1,990.55
00223419,Овощечистка,кухонная утварь,5,4590.88,0.0
c4d33c1d,Скатерть,текстиль,5,2616.29,28.96
c4d33c1d,Сковорода,посуда,2,4046.1,0.0
a82bcf06,Сковорода,посуда,3,3662.1,0.0
a82bcf06,Шторы,текстиль,5,1768.81,0.0
db540c58,Гель для душа,бытовая химия,1,781.94,0.0
db540c58,Ложка,кухонная утварь,5,904.04,0.0
4f975aa5,Разделочная доска,кухонная утварь,4,3402.27,0.0
47d0a87b,Средство для мытья пола,бытовая химия,3,2465.27,0.0
47d0a87b,Кастрюля,посуда,4,3454.86,0.0
47d0a87b,Гель для душа,бытовая химия,5,2217.3,109.88
f4e90726,Скатерть,текстиль,3,3308.84,334.18
f4e90726,Чайник,посуда,4,340.79,0.0
f4e90726,Стиральный порошок,бытовая химия,1,2969.06,0.0
65fa69ce,Сковорода,посуда,2,1977.36,349.46
fc30b6de,Сковорода,посуда,2,2615.78,620.78
fc30b6de,Разделочная доска,кухонная утварь,3,3075.04,679.04
410e7e85,Чайник,посуда,1,4212.81,0.0
410e7e85,Полотенце,текстиль,3,2903.0,0.0
14eb041a,Полотенце,текстиль,1,3428.35,0.0
7b39e16e,Сковорода,посуда,4,2286.25,344.08
