doc_id,item,category,amount,price,discount
d5f7270f,Средство для мытья пола,бытовая химия,5,465.48,127.48
d5f7270f,Сковорода,посуда,2,178.46,0.0
d5f7270f,Средство для мытья пола,бытовая химия,3,3734.6,0.0
0393be1e,Сковорода,посуда,2,4159.76,0.0
54cf7a2a,Сковорода,посуда,4,3613.28,469.35
54cf7a2a,Сковорода,посуда,1,2763.32,270.55
2b259e29,Кастрюля,посуда,4,1482.17,398.69
2b259e29,Скатерть,текстиль,1,1883.77,0.0
2b259e29,Полотенце,текстиль,1,2557.71,0.0
8f8a8ccc,Полотенце,текстиль,1,3424.44,0.0
8f8a8ccc,Шторы,текстиль,5,3038.53,536.02
8f8a8ccc,Чайник,посуда,4,2961.7,0.0
8f8a8ccc,Полотенце,текстиль,4,3353.46,0.0
8f4d4688,Ложка,кухонная утварь,2,722.83,0.0
8f4d4688,Стиральный порошок,бытовая химия,3,4896.91,0.0
6a335a6f,Скатерть,текстиль,4,652.51,0.0
6a335a6f,Шторы,текстиль,2,1690.21,178.31
6a335a6f,Скатерть,текстиль,1,2769.72,0.0
6a335a6f,Кастрюля,посуда,2,3721.8,0.0
