doc_id,item,category,amount,price,discount
4064213b,Ложка,кухонная утварь,2,4561.18,0.0
4064213b,Сковорода,посуда,1,2745.26,552.4
4064213b,Ложка,кухонная утварь,4,4533.3,0.0
b61a7980,Ложка,кухонная утварь,2,2912.83,75.92
b61a7980,Полотенце,текстиль,4,2453.99,337.68
b61a7980,Скатерть,текстиль,2,787.9,0.0
b61a7980,Гель для душа,бытовая химия,4,872.31,8.04
0b839a65,Средство для мытья пола,бытовая химия,2,777.43,217.78
e790e836,Стиральный порошок,бытовая химия,4,2420.18,323.83
28a0bdb9,Сковорода,посуда,5,3199.6,0.0
28a0bdb9,Полотенце,текстиль,4,4211.9,110.88
28a0bdb9,Шторы,текстиль,1,2025.09,0.0
28a0bdb9,Овощечистка,кухонная утварь,2,1846.18,0.0
aa2d8fd3,Овощечистка,кухонная утварь,4,348.45,15.08
aa2d8fd3,Скатерть,текстиль,3,3558.77,527.08
aa2d8fd3,Скатерть,текстиль,4,3928.42,0.0
39c11d7d,Скатерть,текстиль,1,4852.19,959.79
5fe0d977,Скатерть,текстиль,5,3068.59,0.0
5fe0d977,Ложка,кухонная утварь,3,301.72,54.76
f614c27c,Гель для душа,бытовая химия,1,2548.21,0.0
f614c27c,Овощечистка,кухонная утварь,4,1053.24,0.0
f614c27c,Гель для душа,бытовая химия,5,2271.93,0.0
815390b6,Гель для душа,бытовая химия,3,527.83,0.0
815390b6,Овощечистка,кухонная утварь,5,299.11,74.13
815390b6,Разделочная доска,кухонная утварь,1,855.88,0.0
815390b6,Сковорода,посуда,4,886.93,170.67
6cc71887,Стиральный порошок,бытовая химия,4,504.7,0.0
6cc71887,Сковорода,посуда,4,4098.39,0.0
6cc71887,Средство для мытья пола,бытовая химия,5,1975.79,0.0
6cc71887,Полотенце,текстиль,1,1057.19,0.0
d0e870a4,Ложка,кухонная утварь,1,3628.94,764.39
d0e870a4,Скатерть,текстиль,2,4566.02,0.0
d0e870a4,Ложка,кухонная утварь,1,3028.45,0.0
d0e870a4,Ложка,кухонная утварь,4,204.79,46.25
7511ce49,Чайник,посуда,4,563.61,0.0
7511ce49,Разделочная доска,кухонная утварь,3,3594.5,175.51
7511ce49,Стиральный порошок,бытовая химия,5,2861.1,285.92
7511ce49,Гель для душа,бытовая химия,3,4295.57,545.63
