doc_id,item,category,amount,price,discount
6fc23e07,Гель для душа,бытовая химия,3,2475.4,53.91
01ac1685,Сковорода,посуда,2,155.41,0.0
175e0f18,Полотенце,текстиль,3,1167.9,0.0
37bf3506,Стиральный порошок,бытовая химия,4,206.46,0.0
37bf3506,Гель для душа,бытовая химия,3,735.87,0.0
37bf3506,Скатерть,текстиль,3,1495.58,133.15
37bf3506,Ложка,кухонная утварь,5,3618.63,0.0
0b82473a,Скатерть,текстиль,5,2970.79,807.98
0b82473a,Ложка,кухонная утварь,4,4529.31,562.04
0b82473a,Средство для мытья пола,бытовая химия,1,403.68,0.0
0b82473a,Стиральный порошок,бытовая химия,4,3971.5,157.25
6d1e3500,Средство для мытья пола,бытовая химия,5,1778.61,0.0
6d1e3500,Ложка,кухонная утварь,5,3951.8,896.67
540d0263,Разделочная доска,кухонная утварь,3,4196.9,0.0
540d0263,Кастрюля,посуда,1,1689.72,127.58
