doc_id,item,category,amount,price,discount
f5737820,Стиральный порошок,бытовая химия,1,2785.23,0.0
f5737820,Гель для душа,бытовая химия,1,4632.92,941.28
0dcb9dcc,Разделочная доска,кухонная утварь,3,167.66,0.0
0dcb9dcc,Полотенце,текстиль,1,2914.46,0.0
0dcb9dcc,Овощечистка,кухонная утварь,3,2813.96,0.0
76107787,Чайник,посуда,2,3348.68,0.0
76107787,Стиральный порошок,бытовая химия,5,1933.61,0.0
76107787,Овощечистка,кухонная утварь,4,1379.97,62.63
a41e5333,Полотенце,текстиль,1,2723.94,0.0
a41e5333,Гель для душа,бытовая химия,4,3498.11,426.41
1867bb8b,Гель для душа,бытовая химия,2,4681.29,30.29
97dbe11e,Средство для мытья пола,бытовая химия,5,4695.67,0.0
97dbe11e,Чайник,посуда,5,1994.55,0.0
97dbe11e,Полотенце,текстиль,3,2664.54,0.0
97dbe11e,Полотенце,текстиль,2,3990.97,1173.93
e8359d9f,Стиральный порошок,бытовая химия,1,2706.31,645.6
dab2d923,Овощечистка,кухонная утварь,1,101.98,0.0
79f9d098,Средство для мытья пола,бытовая химия,2,1341.24,0.0
79f9d098,Гель для душа,бытовая химия,3,2751.62,0.0
79f9d098,Гель для душа,бытовая химия,4,3692.8,13.57
1e28c56e,Средство для мытья пола,бытовая химия,3,4857.32,0.0
1e28c56e,Скатерть,текстиль,2,2068.56,0.0
1e28c56e,Чайник,посуда,2,4506.57,1080.73
1e28c56e,Полотенце,текстиль,3,3754.6,0.0
1d80d87f,Овощечистка,кухонная утварь,3,4813.2,0.0
1d80d87f,Разделочная доска,кухонная утварь,2,4118.98,1013.41
