doc_id,item,category,amount,price,discount
3b99986d,Гель для душа,бытовая химия,4,3021.46,177.06
3b99986d,Разделочная доска,кухонная утварь,4,4183.71,885.74
3b99986d,Скатерть,текстиль,1,4744.96,0.0
3b99986d,Средство для мытья пола,бытовая химия,2,759.61,0.0
4131c9ba,Разделочная доска,кухонная утварь,2,3281.89,0.0
4131c9ba,Гель для душа,бытовая химия,3,3798.82,0.0
4131c9ba,Стиральный порошок,бытовая химия,5,2264.65,483.52
8d7c79a1,Гель для душа,бытовая химия,4,1351.42,0.0
8d7c79a1,Скатерть,текстиль,3,2575.12,486.17
8d7c79a1,Стиральный порошок,бытовая химия,4,4764.81,952.11
fa184d90,Кастрюля,посуда,2,1968.95,0.0
fa184d90,Стиральный порошок,бытовая химия,4,3219.06,0.0
653de89e,Шторы,текстиль,5,1082.08,0.0
653de89e,Стиральный порошок,бытовая химия,2,4619.66,495.51
653de89e,Кастрюля,посуда,4,4347.27,0.0
653de89e,Стиральный порошок,бытовая химия,3,3324.71,0.0
a120d738,Овощечистка,кухонная утварь,3,1962.68,71.19
e6d20eea,Чайник,посуда,1,456.49,24.82
e6d20eea,Разделочная доска,кухонная утварь,4,446.98,0.0
e6d20eea,Овощечистка,кухонная утварь,5,357.92,0.0
e6d20eea,Средство для мытья пола,бытовая химия,2,3380.03,487.93
dea76712,Овощечистка,кухонная утварь,3,4665.56,1075.55
5d32b545,Полотенце,текстиль,2,2056.88,0.0
5d32b545,Овощечистка,кухонная утварь,3,4633.55,0.0
5d32b545,Средство для мытья пола,бытовая химия,4,3136.72,0.0
cc4ddb3d,Чайник,посуда,4,3837.98,0.0
cc4ddb3d,Чайник,посуда,3,835.63,73.58
7b6de64d,Шторы,текстиль,3,2253.68,41.64
7b6de64d,Полотенце,текстиль,3,2874.84,0.0
50ae2b4e,Стиральный порошок,бытовая химия,3,3306.39,495.97
50ae2b4e,Овощечистка,кухонная утварь,4,2907.7,0.0
20bd9367,Овощечистка,кухонная утварь,2,3140.12,551.71
20bd9367,Сковорода,посуда,1,2733.26,503.25
20bd9367,Стиральный порошок,бытовая химия,2,2330.84,71.03
20bd9367,Кастрюля,посуда,5,3553.67,0.0
bcbfe79d,Шторы,текстиль,2,3694.17,0.0
bcbfe79d,Средство для мытья пола,бытовая химия,2,4707.26,0.0
bcbfe79d,Ложка,кухонная утварь,1,2559.89,0.0
