doc_id,item,category,amount,price,discount
9cd1570f,Полотенце,текстиль,2,2237.53,196.94
d351951f,Кастрюля,посуда,4,2926.05,0.0
d351951f,Шторы,текстиль,2,1648.13,113.25
d351951f,Кастрюля,посуда,4,3522.33,0.0
cc012fd9,Скатерть,текстиль,5,4823.6,0.0
30d582b2,Шторы,текстиль,1,3301.07,0.0
30d582b2,Овощечистка,кухонная утварь,4,3454.67,0.0
30d582b2,Чайник,посуда,3,1377.54,160.35
b33aff78,Чайник,посуда,1,3362.13,928.61
b33aff78,Сковорода,посуда,2,760.7,74.43
b33aff78,Сковорода,посуда,2,1774.68,0.0
034fdf05,Разделочная доска,кухонная утварь,3,1033.53,0.0
034fdf05,Ложка,кухонная утварь,1,3194.6,0.0
034fdf05,Средство для мытья пола,бытовая химия,5,4782.08,139.4
ab860cc1,Средство для мытья пола,бытовая химия,1,3100.61,110.19
ab860cc1,Скатерть,текстиль,3,1180.41,0.0
ab860cc1,Ложка,кухонная утварь,1,623.33,0.0
0c8c3c00,Шторы,текстиль,5,3590.33,0.0
0c8c3c00,Ложка,кухонная утварь,3,3467.1,0.0
0c8c3c00,Скатерть,текстиль,3,3109.68,0.0
32aaa5af,Кастрюля,посуда,3,3000.98,0.0
e2047313,Стиральный порошок,бытовая химия,3,601.58,117.24
e2047313,Овощечистка,кухонная утварь,3,2117.12,0.0
e2047313,Полотенце,текстиль,2,2866.88,717.84
e2047313,Разделочная доска,кухонная утварь,3,1170.47,0.0
63d266b9,Сковорода,посуда,2,3953.98,0.0
63d266b9,Стиральный порошок,бытовая химия,5,3405.41,85.55
63d266b9,Шторы,текстиль,3,4795.51,0.0
63d266b9,Шторы,текстиль,3,4845.53,60.29
fbc7235c,Разделочная доска,кухонная утварь,1,3944.34,0.0
fbc7235c,Средство для мытья пола,бытовая химия,4,340.24,78.92
fbc7235c,Овощечистка,кухонная утварь,2,4180.85,0.0
