doc_id,item,category,amount,price,discount
4a9ba943,Средство для мытья пола,бытовая химия,2,2412.73,0.0
4a9ba943,Разделочная доска,кухонная утварь,3,1696.86,0.0
4a9ba943,Ложка,кухонная утварь,4,1117.78,110.78
4a9ba943,Кастрюля,посуда,5,1574.42,225.54
58294466,Скатерть,текстиль,3,2462.27,649.5
938ce993,Средство для мытья пола,бытовая химия,5,2599.11,13.43
938ce993,Гель для душа,бытовая химия,4,3309.92,208.87
06a275ae,Гель для душа,бытовая химия,4,1510.57,0.0
06a275ae,Кастрюля,посуда,3,1665.11,0.0
06a275ae,Чайник,посуда,2,3253.27,0.0
c92eca57,Сковорода,посуда,2,153.31,8.59
c92eca57,Кастрюля,посуда,1,1054.82,180.73
2425f7fd,Овощечистка,кухонная утварь,2,3664.71,0.0
2425f7fd,Средство для мытья пола,бытовая химия,1,4874.9,0.0
2425f7fd,Кастрюля,посуда,4,4573.71,0.0
2425f7fd,Разделочная доска,кухонная утварь,4,3875.64,571.25
c8031b97,Сковорода,посуда,2,600.81,0.0
c8031b97,Стиральный порошок,бытовая химия,3,4435.37,307.05
c8031b97,Скатерть,текстиль,1,1506.03,0.0
f6a0a221,Разделочная доска,кухонная утварь,2,4595.21,0.0
f6a0a221,Сковорода,посуда,4,4150.66,929.9
f6a0a221,Скатерть,текстиль,1,462.46,0.0
0a5bd39d,Ложка,кухонная утварь,3,2459.86,711.96
0a5bd39d,Полотенце,текстиль,3,3742.87,0.0
0a5bd39d,Гель для душа,бытовая химия,3,2532.44,705.68
0a5bd39d,Средство для мытья пола,бытовая химия,4,1868.65,67.81
a12cb956,Скатерть,текстиль,1,977.12,70.82
a12cb956,Разделочная доска,кухонная утварь,1,607.8,0.0
a12cb956,Стиральный порошок,бытовая химия,1,3633.27,0.0
a12cb956,Чайник,посуда,3,1737.46,501.78
3aca0e4e,Скатерть,текстиль,1,3416.56,0.0
3aca0e4e,Шторы,текстиль,3,1282.55,67.14
3aca0e4e,Полотенце,текстиль,3,1512.77,255.75
3aca0e4e,Сковорода,посуда,4,553.77,44.53
