doc_id,item,category,amount,price,discount
efb08c16,Шторы,текстиль,5,983.49,0.0
efb08c16,Скатерть,текстиль,4,1982.42,0.0
67da8da9,Разделочная доска,кухонная утварь,3,1645.15,0.0
67da8da9,Шторы,текстиль,3,4973.66,1387.84
67da8da9,Гель для душа,бытовая химия,5,1361.43,393.63
ccdfd5e0,Овощечистка,кухонная утварь,1,3557.68,24.75
ccdfd5e0,Скатерть,текстиль,4,2558.02,0.0
4a0ada54,Гель для душа,бытовая химия,2,1266.96,0.0
083d4ee1,Полотенце,текстиль,2,1349.91,179.75
083d4ee1,Полотенце,текстиль,3,2155.35,348.34
083d4ee1,Чайник,посуда,2,3764.7,153.19
56cf82cd,Сковорода,посуда,3,4088.4,1057.7
56cf82cd,Гель для душа,бытовая химия,4,4089.5,768.19
56cf82cd,Шторы,текстиль,5,2978.73,0.0
56cf82cd,Кастрюля,посуда,3,2696.5,0.0
95bbfa2b,Шторы,текстиль,3,1975.36,19.79
c69c2dcb,Кастрюля,посуда,5,1621.97,313.75
c69c2dcb,Полотенце,текстиль,1,2368.51,56.96
c69c2dcb,Шторы,текстиль,1,3026.78,794.89
c69c2dcb,Гель для душа,бытовая химия,1,1980.35,375.71
f34f1ff0,Сковорода,посуда,3,1015.91,0.0
f34f1ff0,Овощечистка,кухонная утварь,1,1566.52,0.0
47c3dea1,Полотенце,текстиль,2,3688.63,1011.97
47c3dea1,Полотенце,текстиль,4,838.62,124.9
2128fdf0,Ложка,кухонная утварь,4,4594.22,540.15
2128fdf0,Стиральный порошок,бытовая химия,3,1661.26,0.0
2128fdf0,Разделочная доска,кухонная утварь,3,4523.78,230.59
2128fdf0,Чайник,посуда,4,207.24,46.17
0b246622,Средство для мытья пола,бытовая химия,3,1718.25,0.0
0b246622,Разделочная доска,кухонная утварь,1,1483.77,119.51
0b246622,Ложка,кухонная утварь,4,3491.43,0.0
4b0194bc,Средство для мытья пола,бытовая химия,3,3984.26,0.0
