doc_id,item,category,amount,price,discount
506766b8,Овощечистка,кухонная утварь,4,4075.85,0.0
506766b8,Полотенце,текстиль,5,4203.81,885.86
dd13d3f7,Овощечистка,кухонная утварь,3,816.9,96.97
dd13d3f7,Стиральный порошок,бытовая химия,3,3617.86,227.98
dd13d3f7,Средство для мытья пола,бытовая химия,2,4126.98,0.0
8a0a9f5f,Средство для мытья пола,бытовая химия,4,2845.45,0.0
8a0a9f5f,Разделочная доска,кухонная утварь,5,3205.07,0.0
a5b6fb57,Гель для душа,бытовая химия,5,3924.4,0.0
a5b6fb57,Разделочная доска,кухонная утварь,3,2087.22,0.0
a5b6fb57,Ложка,кухонная утварь,3,2693.6,319.91
cc318fc3,Сковорода,посуда,3,2529.53,0.0
cc318fc3,Полотенце,текстиль,2,2295.77,0.0
ffef7974,Средство для мытья пола,бытовая химия,1,2959.77,0.0
ffef7974,Полотенце,текстиль,1,3819.16,338.26
ffef7974,Кастрюля,посуда,1,3507.11,893.08
ffef7974,Разделочная доска,кухонная утварь,4,2403.0,559.53
6a6c9003,Чайник,посуда,3,2734.1,4.5
48315648,Средство для мытья пола,бытовая химия,5,2348.14,0.0
48315648,Гель для душа,бытовая химия,3,387.19,0.0
61b50526,Полотенце,текстиль,5,2168.85,0.0
61b50526,Ложка,кухонная утварь,5,2452.1,275.86
ef411cdc,Овощечистка,кухонная утварь,2,3837.24,0.0
ef411cdc,Чайник,посуда,2,223.63,56.19
ef411cdc,Гель для душа,бытовая химия,3,1344.48,0.0
ef411cdc,Гель для душа,бытовая химия,5,1280.65,3.74
