doc_id,item,category,amount,price,discount
3d4dea3e,Шторы,текстиль,3,4682.86,0.0
de906068,Гель для душа,бытовая химия,2,3025.95,477.29
de906068,Скатерть,текстиль,3,985.72,46.57
de906068,Шторы,текстиль,2,963.28,0.0
de906068,Кастрюля,посуда,5,1007.71,0.0
7889fb21,Скатерть,текстиль,2,2042.34,220.94
25daac15,Гель для душа,бытовая химия,1,1081.54,177.74
0304c9f4,Сковорода,посуда,5,3959.43,0.0
0304c9f4,Разделочная доска,кухонная утварь,1,145.43,0.0
0304c9f4,Чайник,посуда,3,3205.59,0.0
0304c9f4,Средство для мытья пола,бытовая химия,5,4089.24,0.0
105618ce,Разделочная доска,кухонная утварь,1,3122.63,0.0
105618ce,Сковорода,посуда,3,3422.78,0.0
105618ce,Сковорода,посуда,3,4789.02,0.0
c5eddda3,Кастрюля,посуда,4,3554.62,0.0
ece8f731,Сковорода,посуда,1,4156.96,0.0
ece8f731,Гель для душа,бытовая химия,4,3092.46,0.0
95f66c1a,Полотенце,текстиль,2,4426.72,0.0
95f66c1a,Стиральный порошок,бытовая химия,4,1395.37,0.0
95f66c1a,Скатерть,текстиль,5,1666.88,0.0
07ea3d6c,Средство для мытья пола,бытовая химия,5,4003.71,0.0
