doc_id,item,category,amount,price,discount
22b443c0,Скатерть,текстиль,2,2624.33,273.83
22b443c0,Гель для душа,бытовая химия,5,4834.45,0.0
22b443c0,Гель для душа,бытовая химия,1,1466.17,183.4
22b443c0,Разделочная доска,кухонная утварь,3,4008.26,156.72
2f38a3de,Овощечистка,кухонная утварь,1,1347.05,0.0
2f38a3de,Полотенце,текстиль,2,3475.48,0.0
2f38a3de,Стиральный порошок,бытовая химия,5,364.13,0.0
2f38a3de,Полотенце,текстиль,3,4165.68,139.3
732f01da,Стиральный порошок,бытовая химия,3,4328.55,0.0
732f01da,Стиральный порошок,бытовая химия,1,4400.12,358.17
e67484e6,Средство для мытья пола,бытовая химия,5,2341.36,557.73
e67484e6,Сковорода,посуда,2,1463.61,0.0
e67484e6,Чайник,посуда,5,4462.61,1224.48
e67484e6,Полотенце,текстиль,3,219.06,0.0
def4e8b3,Стиральный порошок,бытовая химия,1,4717.41,889.16
def4e8b3,Скатерть,текстиль,5,2302.48,383.59
fc0654d4,Стиральный порошок,бытовая химия,1,4341.14,0.0
fc0654d4,Разделочная доска,кухонная утварь,5,547.18,103.35
40e702e2,Кастрюля,посуда,2,3175.17,0.0
